i want to fly from baltimore to dallas round trip	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip
do you have a delta flight to san francisco from denver on august thirtieth in the early morning	O O O O B-airline_name O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name O B-depart_date.month_name B-depart_date.day_number O O B-depart_time.period_of_day B-depart_time.period_of_day
which flights go from pittsburgh to atlanta in the evening	O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day
show me all flights from montreal to nashville	O O O O O B-fromloc.city_name O B-toloc.city_name
i'd like to take a flight from washington dc stop in denver and with my final destination as san francisco	O O O O O O O B-fromloc.city_name B-fromloc.state_code O O B-stoploc.city_name O O O O O O B-toloc.city_name I-toloc.city_name
i want to fly from boston to denver and i don't want any stopovers and i'd like to fly only during the afternoon	O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O O O O O O B-depart_time.period_of_day
i'd like an early flight tomorrow from columbus to nashville	O O O B-flight_mod O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name
list all flights from boston to atlanta after 6 o'clock pm on wednesday	O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name
i'd like to arrange a flight from pittsburgh to atlanta	O O O O O O O B-fromloc.city_name O B-toloc.city_name
what flights are available wednesday afternoon from atlanta to san francisco	O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
flight information from san francisco to pittsburgh	O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
what flights are available from denver to philadelphia on monday	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
i need a flight from san francisco to boston that leaves after 7 am	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time
is there a flight between oakland and boston with a stopover in dallas fort worth on twa	O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name O B-airline_code
i need a flight from new york to toronto thursday may six arriving by noon	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O B-arrive_time.time_relative B-arrive_time.time
show me all flights from boston to denver which arrive in denver wednesday before noon	O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time
friday's flights between newark and tampa	B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name
i would like information information on flights from san francisco to denver on thursday morning	O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
please list all flights that leave denver before noon on northwest airlines	O O O O O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time O B-airline_name I-airline_name
does united airlines fly from denver to baltimore	O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
show me the list of flights from philadelphia to denver that leave in the afternoon	O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_time.period_of_day
i want to see the cheapest flights from denver to atlanta	O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name
list the flights from salt lake city to st. petersburg	O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
what northwest flights stop in denver	O B-airline_name O O O B-stoploc.city_name
atlanta to pittsburgh	B-fromloc.city_name O B-toloc.city_name
list flights leaving dallas on saturday and arriving in san francisco before 4 pm	O O O B-fromloc.city_name O B-depart_date.day_name O O O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
can you list all flights from washington to toronto	O O O O O O B-fromloc.city_name O B-toloc.city_name
are there any flights available from baltimore to dallas monday afternoon	O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day
give me all the flights from new york to miami round trip	O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip
how do you get from the airport to downtown dallas please	O O O O O O O O O B-toloc.city_name O
hi i need to get a flight from memphis to salt lake city departing before 10 am	O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time
from phoenix to denver on a monday	O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name
show me cheap flights from baltimore to dallas	O O O O O B-fromloc.city_name O B-toloc.city_name
from sfo to denver	O B-fromloc.airport_code O B-toloc.city_name
what flights from salt lake city to new york city arrive next saturday before 6 pm	O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-arrive_date.date_relative B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
show all wednesday morning flights from denver to boston	O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name
show me the flights from oakland to denver	O O O O O B-fromloc.city_name O B-toloc.city_name
what flights from chicago to kansas city in the morning	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day
list the nonstop flights from miami to washington dc	O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
what are flights from boston to st. petersburg	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
could you please tell me the cheapest flight from boston to san francisco	O O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
please find the earliest possible flight from boston to denver	O O O B-flight_mod O O O B-fromloc.city_name O B-toloc.city_name
what flights from washington to toronto	O O O B-fromloc.city_name O B-toloc.city_name
show flights from san francisco to denver on wednesday and thursday	O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_name
flight information from oakland to denver	O O O B-fromloc.city_name O B-toloc.city_name
i want to fly dallas to san francisco on monday july eighth	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number
i would like a us air flight from toronto to san diego with a stopover in denver please	O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name O
give me the american airlines flights from phoenix to milwaukee on wednesday	O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
can you tell me the cheapest flight between boston and san francisco	O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
what flights are between boston and atlanta on july thirty first	O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number
baltimore to philadelphia wednesday	B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name
i live in denver and i'd like to make a trip to pittsburgh	O O O B-fromloc.city_name O O O O O O O O B-toloc.city_name
please list the flights from toronto to washington dc	O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
what am flights are available from pittsburgh to boston	O B-depart_time.period_of_day O O O O B-fromloc.city_name O B-toloc.city_name
can you tell me what flights you have from baltimore to dallas	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
show me the flights from denver to philadelphia	O O O O O B-fromloc.city_name O B-toloc.city_name
i'm interested in flying from atlanta to boston i'd like to fly during breakfast	O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-meal_description
can you tell me which flight from dallas to baltimore has the least expensive fare	O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-cost_relative I-cost_relative O
show me flights from denver to washington dc on a wednesday	O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O B-depart_date.day_name
what are the afternoon flights leaving from dallas to san francisco on american airlines	O O O B-depart_time.period_of_day O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name
all united airlines flights with stopovers in denver	O B-airline_name I-airline_name O O O O B-stoploc.city_name
list daily flights from oakland to boston using delta airlines	O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name
from pittsburgh to baltimore	O B-fromloc.city_name O B-toloc.city_name
what's the cheapest of the dallas to atlanta flights which are after 2 in the afternoon	O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day
which united airlines flight flies across this continent and leaves from boston goes to dallas and makes a stopover in philadelphia	O B-airline_name I-airline_name O O O O O O O O B-fromloc.city_name O O B-toloc.city_name O O O O O B-stoploc.city_name
show me all flights from denver to pittsburgh which serve a meal for the day after tomorrow	O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-meal O B-depart_date.today_relative I-depart_date.today_relative I-depart_date.today_relative I-depart_date.today_relative
what is the last flight from san francisco to boston this wednesday	O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
what are the flights from boston to atlanta	O O O O O B-fromloc.city_name O B-toloc.city_name
i want a flight from cincinnati to burbank on american airlines and leave in the afternoon	O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O O O B-depart_time.period_of_day
show me flights from dallas to houston and from houston to dallas	O O O O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-toloc.city_name
what is the earliest flight departing san francisco and arriving in boston on november ninth	O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number
please list all flights from san francisco to pittsburgh on sunday	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
could you tell me about flights from philadelphia to dallas that arrives in the early afternoon	O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_time.period_of_day B-arrive_time.period_of_day
show me the cheapest flights from baltimore to dallas	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name
